encounter_datetime,park_area_id,city_agency,encounter_type,simplified_encounter_type,sd_patronscomplied,sd_patronsnocomply,sd_amenity,closed_amenity,closed_patroncount,closed_approach,closed_outcome,park_borough
05/17/2020 03:55:00 PM,Q099,DEP,Social distancing (groups of 3 or more),Social Distancing,2,0,Open field/multi-purpose play area,,,,,Queens
05/17/2020 04:00:00 PM,M071,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 03:52:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 03:55:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 01:00:00 PM,M071,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 03:30:00 PM,Q099,DEP,Social distancing (groups of 3 or more),Social Distancing,0,0,Open field/multi-purpose play area,,,,,Queens
05/17/2020 03:45:00 PM,X039,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 03:52:00 PM,Q005-05,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 03:51:00 PM,Q005-05,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 03:50:00 PM,Q458,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 03:49:00 PM,B058,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 03:45:00 PM,Q008,DEP,Social distancing (groups of 3 or more),Social Distancing,10,0,Walking path,,,,,Queens
05/17/2020 03:40:00 PM,Q008,DEP,Social distancing (groups of 3 or more),Social Distancing,10,0,Walking path,,,,,Queens
05/17/2020 03:45:00 PM,M099,DEP,Social distancing (groups of 3 or more),Social Distancing,3,0,Open field/multi-purpose play area,,,,,Manhattan
05/17/2020 03:40:00 PM,Q010A,DEP,Social distancing (groups of 3 or more),Social Distancing,7,0,Walking path,,,,,Queens
05/17/2020 03:25:00 PM,X039,DEP,Social distancing (groups of 3 or more),Social Distancing,3,3,Track/field area,,,,,Bronx
05/17/2020 03:40:00 AM,Q082,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 03:40:00 PM,Q163,DEP,Social distancing (groups of 3 or more),Social Distancing,6,0,Bench/sitting area,,,,,Queens
05/17/2020 03:39:00 PM,Q008,DEP,Social distancing (groups of 3 or more),Social Distancing,5,0,Walking path,,,,,Queens
05/17/2020 03:40:00 PM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 03:40:00 PM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 03:30:00 PM,B073,DEP,Social distancing (groups of 3 or more),Social Distancing,5,0,Open field/multi-purpose play area,,,,,Brooklyn
05/17/2020 03:30:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 02:30:00 PM,X039,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 03:40:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 03:30:00 AM,Q008,DEP,Social distancing (groups of 3 or more),Social Distancing,6,0,Bench/sitting area,,,,,Queens
05/17/2020 03:00:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 03:30:00 PM,X039,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 03:30:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 03:30:00 PM,Q005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 03:30:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 03:30:00 PM,Q020,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 03:30:00 PM,B529,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 03:30:00 PM,M071,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 03:23:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 03:15:00 PM,B060,DEP,Social distancing (groups of 3 or more),Social Distancing,4,0,Bench/sitting area,,,,,Brooklyn
05/17/2020 02:40:00 PM,Q001,DEP,Social distancing (groups of 3 or more),Social Distancing,11,3,Walking path,,,,,Queens
05/17/2020 03:22:00 PM,B058-01,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 03:22:00 PM,M010-188,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 03:21:00 PM,B018,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 03:20:00 PM,Q163,DEP,Social distancing (groups of 3 or more),Social Distancing,5,0,Walking path,,,,,Queens
05/17/2020 03:00:00 PM,Q005-06,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/16/2020 02:00:00 PM,Q005-11,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 03:13:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/16/2020 02:30:00 PM,Q001,DEP,Social distancing (groups of 3 or more),Social Distancing,4,2,Bench/sitting area,,,,,Queens
05/17/2020 03:14:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 03:15:00 PM,R005-01,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
05/17/2020 02:00:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 03:00:00 PM,R106,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
05/17/2020 03:10:00 PM,Q102,DEP,Social distancing (groups of 3 or more),Social Distancing,10,10,Bench/sitting area,,,,,Queens
05/17/2020 01:00:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 03:11:00 PM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 03:10:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 03:10:00 PM,Q102-02,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 03:08:00 PM,B018,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 03:08:00 PM,Q001A-01,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 03:08:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 03:00:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 03:05:00 PM,Q102-02,DEP,Social distancing (groups of 3 or more),Social Distancing,3,1,Open field/multi-purpose play area,,,,,Queens
05/17/2020 03:00:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 03:04:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 03:00:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 03:00:00 PM,Q005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:30:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 03:00:00 PM,M010,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 03:00:00 PM,B529,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 03:00:00 PM,R107,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
05/17/2020 03:00:00 PM,Q015-10,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 03:00:00 PM,Q020-02,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:51:00 PM,B060,DEP,Social distancing (groups of 3 or more),Social Distancing,6,0,Soccer field,,,,,Brooklyn
05/17/2020 03:00:00 PM,R005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
05/17/2020 02:58:00 PM,M071,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 02:45:00 PM,Q458,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:57:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/27/2020 02:30:00 PM,B060,DEP,Social distancing (groups of 3 or more),Social Distancing,3,0,Track/field area,,,,,Brooklyn
05/17/2020 02:57:00 PM,Q163,DEP,Social distancing (groups of 3 or more),Social Distancing,0,4,Bench/sitting area,,,,,Queens
05/17/2020 02:53:00 PM,Q102,DEP,Social distancing (groups of 3 or more),Social Distancing,5,0,Baseball field,,,,,Queens
05/17/2020 01:30:00 PM,Q300,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:30:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:55:00 PM,Q051-01,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:51:00 PM,M010-164,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 02:50:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:49:00 PM,Q015,DEP,Social distancing (groups of 3 or more),Social Distancing,9,11,Open field/multi-purpose play area,,,,,Queens
05/17/2020 02:50:00 PM,Q005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:48:00 PM,X039,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 02:50:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 02:48:00 PM,X045-03,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 02:50:00 AM,M099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
05/17/2020 03:00:00 PM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:48:00 PM,Q005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:48:00 PM,B058,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 02:35:00 PM,X039,DEP,Social distancing (groups of 3 or more),Social Distancing,12,0,Parking Lot,,,,,Bronx
05/17/2020 02:15:00 PM,Q448,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:40:00 PM,X092-09,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 02:43:00 PM,B018,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 02:10:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 02:35:00 PM,Q163,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:39:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 02:40:00 PM,Q163,DEP,Social distancing (groups of 3 or more),Social Distancing,3,0,Walking path,,,,,Queens
05/17/2020 02:38:00 PM,Q099,DEP,Social distancing (groups of 3 or more),Social Distancing,4,0,Walking path,,,,,Queens
05/17/2020 02:30:00 AM,R031,DEP,Social distancing (groups of 3 or more),Social Distancing,15,3,Open field/multi-purpose play area,,,,,Staten Island
05/17/2020 02:00:00 PM,R031,DEP,Social distancing (groups of 3 or more),Social Distancing,4,1,Adult fitness equipment,,,,,Staten Island
05/17/2020 02:30:00 AM,Q008,DEP,Social distancing (groups of 3 or more),Social Distancing,3,0,Walking path,,,,,Queens
05/17/2020 01:55:00 PM,R031,DEP,Social distancing (groups of 3 or more),Social Distancing,11,11,Walking path,,,,,Staten Island
05/17/2020 02:30:00 PM,R119,DEP,Social distancing (groups of 3 or more),Social Distancing,3,0,Walking path,,,,,Staten Island
05/17/2020 02:35:00 PM,Q008,DEP,Social distancing (groups of 3 or more),Social Distancing,3,0,Walking path,,,,,Queens
05/17/2020 02:15:00 PM,R106,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
05/17/2020 02:33:00 PM,Q099,DEP,Social distancing (groups of 3 or more),Social Distancing,2,0,Parking Lot,,,,,Queens
05/17/2020 02:30:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 02:32:00 PM,B018,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 02:30:00 PM,X039,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 02:30:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 02:30:00 PM,Q005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:30:00 PM,B082,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 02:27:00 PM,Q004,DEP,Social distancing (groups of 3 or more),Social Distancing,3,12,Track/field area,,,,,Queens
05/17/2020 02:30:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:30:00 AM,B529,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 02:30:00 PM,X039,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/17/2020 02:30:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:00:00 PM,Q005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:29:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 02:29:00 PM,Q082,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:28:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:15:00 PM,Q001,DEP,Social distancing (groups of 3 or more),Social Distancing,7,1,Walking path,,,,,Queens
05/17/2020 02:26:00 PM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:30:00 AM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 01:25:00 PM,Q001,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 01:45:00 AM,Q001,DEP,Social distancing (groups of 3 or more),Social Distancing,9,2,Track/field area,,,,,Queens
05/17/2020 02:23:00 PM,Q164,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 01:15:00 PM,Q001,DEP,Social distancing (groups of 3 or more),Social Distancing,8,1,Walking path,,,,,Queens
05/17/2020 02:00:00 PM,Q008,DEP,Social distancing (groups of 3 or more),Social Distancing,25,0,Open field/multi-purpose play area,,,,,Queens
05/17/2020 01:30:00 PM,B060,DEP,Social distancing (groups of 3 or more),Social Distancing,4,0,Adult fitness equipment,,,,,Brooklyn
05/17/2020 02:20:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 01:40:00 PM,Q004,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:18:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:15:00 PM,Q004,DEP,Social distancing (groups of 3 or more),Social Distancing,0,5,Track/field area,,,,,Queens
05/17/2020 02:13:00 PM,Q005-01,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:12:00 PM,Q005-01,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:11:00 PM,Q163,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
05/17/2020 02:11:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/17/2020 02:10:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
